Id,Sales
241,3758
242,3658
243,3658
244,3562
245,3602
246,3844
247,3304
248,4008
249,3651
250,3813
251,4484
252,3728
253,4546
254,4426
255,4201
256,4165
257,4131
258,4588
259,3586
260,3755
261,3395
262,3688
263,3626
264,3552
265,3680
266,3767
267,3767
268,3698
269,3656
270,3863
271,3774
272,3467
273,3638
274,3910
275,4014
276,4078
277,4078
278,3953
279,3828
280,3610
281,4305
282,4708
283,4800
284,4800
285,4186
286,4494
287,4396
288,5583
289,5175
290,5441
291,5458
292,5054
293,5054
294,4306
295,4274
296,3859
297,3859
298,3859
299,3859
300,3902
301,4968
302,5375
303,5400
304,3718
305,3955
306,3914
307,3969
308,3618
309,3859
310,3362
311,3699
312,3890
313,4056
314,3980
315,3924
316,4065
317,4146
318,3988
319,4474
320,4455
321,4736
322,4691
323,4922
324,5469
325,5397
326,5397
327,5108
328,4804
329,4406
330,4406
331,4654
332,3637
333,3577
334,3866
335,4694
336,6052
337,6172
338,5981
339,4117
340,4117
341,4123
342,3542
343,4109
344,4109
345,4355
346,4346
347,5734
348,5261
349,5541
350,6313
351,5478
352,5784
353,5784
354,6147
355,6792
356,6052
357,6291
358,5036
359,5118
360,5102
361,4751
362,4155
363,3212
364,3212
365,3424
366,4771
367,5233
368,4988
369,5773
370,5775
371,5925
372,6067
373,8683
374,9046
375,8746
376,8275
377,4056
378,4200
379,4206
380,4080
381,4201
382,4212
383,5729
384,5742
385,5760
386,5930
387,5930
388,5888
389,5977
390,5220
391,5106
392,5238
393,5391
394,5432
395,4008
396,3688
397,4822
398,4895
399,5078
400,5016
401,5240
402,5273
403,5276
404,4237
405,5173
406,7553
407,7768
408,5724
409,5817
410,5837
411,7549
412,7561
413,7707
414,7515
415,6779
416,6439
417,5340
418,5314
419,5234
420,7305
421,7380
422,5301
423,5415
424,4227
425,4231
426,4367
427,4464
428,6869
429,7321
430,7032
431,7077
432,4862
433,4914
434,6866
435,5237
436,5012
437,6379
438,5768
439,6080
440,4832
441,4983
442,6413
443,6974
444,6538
445,4890
446,4716
447,4734
448,4997
449,4882
450,7677
451,7466
452,6883
453,6264
454,8287
455,10261
456,10242
457,7407
458,6254
459,6229
460,6820
461,6427
462,4685
463,4689
464,7856
465,7716
466,6882
467,5972
468,5678
469,5752
470,7293
471,7807
472,4408
473,4675
474,5158
475,6026
476,6366
477,9444
478,6450
479,5989
480,4928
481,8090
482,7206
483,4862
484,6801
485,8279
486,5512
487,6953
488,7204
489,7610
490,7391
491,9430
492,9507
493,8056
494,8030
495,10332
496,9791
497,9888
498,4437
499,4527
500,4527
501,6093
502,5704
503,10479
504,10485
505,5414
506,5602
507,8705
508,6662
509,8547
510,7598
511,4900
512,4791
513,7089
514,6675
515,8270
516,4997
517,6196
518,9222
519,7221
520,7829
521,10148
522,9208
523,9009
524,8688
525,8344
526,6934
527,7104
528,7418
529,7335
530,4842
531,5595
532,5261
533,8928
534,9944
535,8871
536,6443
537,6717
538,5218
539,5011
540,8170
541,6144
542,8881
543,9186
544,9281
545,8915
546,6425
547,6389
548,6210
549,6210
550,9966
551,9966
552,8195
553,8236
554,5803
555,7754
556,5791
557,4863
558,5017
559,5894
560,5918
561,7152
562,7336
563,5856
564,8891
565,6359
566,7229
567,5967
568,5753
569,5188
570,5401
571,10438
572,9818
573,9379
574,10406
575,8874
576,7697
577,6523
578,8777
579,7951
580,7683
581,7709
582,5785
583,7093
584,6462
585,4765
586,4799
587,11576
588,7336
589,8623
590,8623
591,8036
592,5829
593,5854
594,5854
595,5436
596,5119
597,5324
598,6232
599,9053
600,11110
601,9963
602,8802
603,6437
604,10849
605,12953
606,7903
607,9432
608,9073
609,7952
610,7202
611,7353
612,7670
613,5831
614,5762
615,5580
616,8280
617,10188
618,10764
619,9072
620,9613
621,6253
622,6271
623,7002
624,8119
625,9131
626,9159
627,9092
628,6794
629,10147
630,7425
631,7545
632,6401
633,6529
634,9246
635,8823
636,7496
637,11743
638,11672
639,11486
640,11512
641,9473
642,9473
643,6908
644,7534
645,7534
646,6375
647,8346
648,10294
649,10294
650,9111
651,6729
652,9555
653,11461
654,8749
655,10294
656,10530
657,7002
658,10387
659,8097
660,8606
661,10424
662,10802
663,7005
664,7840
665,7840
666,10720
667,9927
668,9846
669,8643
670,8711
671,9855
672,10478
673,11426
674,8188
675,8204
676,7834
677,11929
678,8059
679,7877
680,6487
681,6487
682,9291
683,9291
684,13027
685,9644
686,7163
687,10877
688,11281
689,9481
690,6312
691,12567
692,7833
693,14489
694,10212
695,12239
696,6989
697,9538
698,9538
699,8018
700,8786
701,9439
702,9439
703,8899
704,8899
705,7866
706,8092
707,8660
708,10663
709,10605
710,13260
711,12813
712,12813
713,9532
714,8353
715,9335
716,10101
717,10287
718,8678
719,8678
720,10742
721,11117
722,11111
723,10583
724,10017
725,10498
726,10005
727,9976
728,9335
729,9265
730,7903
731,10057
732,8913
733,8913
734,10903
735,10837
736,10834
737,6711
738,12689
739,12707
740,12152
741,8790
742,8981
743,9390
744,9364
745,10365
746,10176
747,12007
748,12006
749,8904
750,9495
751,9495
752,11812
753,12229
754,8513
755,12046
756,11878
757,9891
758,9651
759,8921
760,6397
761,8432
762,10567
763,10702
764,13692
765,13692
766,13692
767,10318
768,10372
769,9103
770,10059
771,10504
772,10504
773,7573
774,8440
775,8250
776,8259
777,7793
778,8042
779,11539
780,9372
781,9149
782,9149
783,10750
784,10162
785,10179
786,9094
787,9317
788,9467
789,9864
790,10575
791,10273
792,12480
793,12560
794,12568
795,12039
796,12102
797,12834
798,8624
799,12194
800,12180
801,12165
802,12580
803,12950
804,11553
805,11502
806,11447
807,10793
808,11979
809,13907
810,14366
811,7228
812,9312
813,9637
814,14438
815,11957
816,7924
817,7924
818,10744
819,11859
820,11363
821,9862
822,13821
823,12883
824,8647
825,8553
826,14122
827,9848
828,11151
829,9575
830,9444
831,9468
832,9538
833,10165
834,10131
835,10163
836,10157
837,10421
838,11075
839,11590
840,7571
841,7628
842,17357
843,9854
844,9844
845,11438
846,12610
847,7540
848,12019
849,10912
850,11087
851,11924
852,10848
853,10114
854,11034
855,10851
856,9137
857,0
858,0
859,23
860,23
861,35
862,102
863,118
864,118
865,118
866,136
867,136
868,136
869,136
870,136
871,136
872,136
873,160
874,160
875,179
876,179
877,270
878,286
879,286
880,286
881,271
882,271
883,271
884,271
885,270
886,270
887,270
888,270
889,288
890,288
891,352
892,352
893,382
894,382
895,382
896,421
897,421
898,469
899,503
900,519
901,567
902,567
903,602
904,602
905,602
906,602
907,602
908,602
909,601
910,625
911,625
912,625
913,625
914,562
915,562
916,559
917,560
918,685
919,678
920,681
921,655
922,655
923,639
924,645
925,648
926,661
927,667
928,674
929,1054
930,997
931,958
932,958
933,943
934,943
935,856
936,987
937,1039
938,1127
939,1127
940,1065
941,1089
942,1008
943,945
944,1012
945,1049
946,1006
947,1005
948,994
949,1018
950,1041
951,1134
952,1131
953,1158
954,1164
955,1146
956,1070
957,1039
958,1267
959,1207
960,1221
961,1311
962,1306
963,1283
964,1300
965,1293
966,1280
967,1175
968,1174
969,1093
970,1180
971,1378
972,1340
973,1341
974,1304
975,1320
976,1331
977,1339
978,1336
979,1320
980,1339
981,1411
982,1348
983,1338
984,1436
985,1462
986,1384
987,1506
988,1535
989,1532
990,1448
991,1498
992,1580
993,1511
994,1433
995,1490
996,1493
997,1410
998,1581
999,1558
1000,1581
1001,1606
1002,1708
1003,1656
1004,1654
1005,1666
1006,1582
1007,1614
1008,1586
1009,1741
1010,1788
1011,1738
1012,1738
1013,1694
1014,1694
1015,1724
1016,1750
1017,1754
1018,1792
1019,1746
1020,1733
1021,1705
1022,1648
1023,1581
1024,1595
1025,1580
1026,1661
1027,1637
1028,1933
1029,1972
1030,2131
1031,2120
1032,2301
1033,2305
1034,2245
1035,2306
1036,2306
1037,2595
1038,2924
1039,2370
1040,2370
1041,2393
1042,2450
1043,5262
1044,2618
1045,2618
1046,2656
1047,2656
1048,2649
1049,2649
1050,2497
1051,2476
1052,2476
1053,2527
1054,2579
1055,2652
1056,2683
1057,2683
1058,3176
1059,3176
1060,3300
1061,2896
1062,2896
1063,3271
1064,3308
1065,3298
1066,3371
1067,3640
1068,4403
1069,4386
1070,4188
1071,4023
1072,4162
1073,4320
1074,4332
1075,4416
1076,4225
1077,4208
1078,4179
1079,4077
1080,4127
1081,4263
1082,4095
1083,4011
1084,3950
1085,3950
1086,3385
1087,3287
1088,3498
1089,3113
1090,3159
1091,3159
1092,3885
1093,3844
1094,3844
1095,3846
1096,3842
1097,3764
1098,3676
1099,3918
1100,3986
1101,4066
1102,4096
1103,4130
1104,4282
1105,4316
1106,4288
1107,3847
1108,4106
1109,4185
1110,4239
1111,4245
1112,4329
1113,4435
1114,5067
1115,5086
1116,5038
1117,5092
1118,5092
1119,5159
1120,5224
1121,5220
1122,5220
1123,5220
1124,5119
1125,5336
1126,5496
1127,5251
1128,5021
1129,5022
1130,5175
1131,4930
1132,4969
1133,5491
1134,5466
1135,5466
1136,5502
1137,5570
1138,5615
1139,5615
1140,5615
1141,5620
1142,5621
1143,5541
1144,5531
1145,5376
1146,5704
1147,5636
1148,5636
1149,5555
1150,5426
1151,5421
1152,5551
1153,5569
1154,5535
1155,5459
1156,5614
1157,5643
1158,5749
1159,5990
1160,5990
1161,5617
1162,5649
1163,5823
1164,5774
1165,5892
1166,5913
1167,6091
1168,6091
1169,6091
1170,6329
1171,6442
1172,6303
1173,6146
1174,6164
1175,6258
1176,6261
1177,6475
1178,6464
1179,6226
1180,5986
1181,6186
1182,6142
1183,6259
1184,6442
1185,6582
1186,6525
1187,6292
1188,6504
1189,6509
1190,6667
1191,6697
1192,6535
1193,6535
1194,6377
1195,6780
1196,6596
1197,6546
1198,6808
1199,6793
1200,7362
1201,7217
1202,6946
1203,6446
1204,6739
1205,6932
1206,6963
1207,6815
1208,6900
1209,6967
1210,7342
1211,7285
1212,6970
1213,7099
1214,7101
1215,6895
1216,7163
1217,7237
1218,7071
1219,7002
1220,7210
1221,7457
1222,6994
1223,7272
1224,7358
1225,7564
1226,6972
1227,6972
1228,7635
1229,7375
1230,7543
1231,7856
1232,7786
1233,7537
1234,7659
1235,7873
1236,7873
1237,7758
1238,7729
1239,7673
1240,7484
1241,7207
1242,7843
1243,7843
1244,8115
1245,8003
1246,8100
1247,8452
1248,8452
1249,8521
1250,8367
1251,8242
1252,8140
1253,8003
1254,8082
1255,7945
1256,7491
1257,7491
1258,7791
1259,7862
1260,8124
1261,8124
1262,8198
1263,8198
1264,8016
1265,8023
1266,8101
1267,8208
1268,8290
1269,8263
1270,8385
1271,8550
1272,8656
1273,8213
1274,8192
1275,8381
1276,8318
1277,8272
1278,8463
1279,8509
1280,8893
1281,9053
1282,9053
1283,9269
1284,9269
1285,9245
1286,9245
1287,9055
1288,8951
1289,8910
1290,9280
1291,9371
1292,9232
1293,9232
1294,9065
1295,9065
1296,8926
1297,8684
1298,9082
1299,9421
1300,9480
1301,9492
1302,9621
1303,9752
1304,9692
1305,9675
1306,9541
1307,9480
1308,9612
1309,9662
1310,9757
1311,9757
1312,9741
1313,9639
1314,9675
1315,9675
1316,9730
1317,9730
1318,9730
1319,9948
1320,10348
1321,10376
1322,10376
1323,10376
1324,10376
1325,10487
1326,10487
1327,10259
1328,10259
1329,9699
1330,9580
1331,9563
1332,10248
1333,10417
1334,10603
1335,10603
1336,9946
1337,9946
1338,10164
1339,10329
1340,10329
1341,10500
1342,10625
1343,10623
1344,10623
1345,10556
1346,10747
1347,10813
1348,10802
1349,10802
1350,10823
1351,10823
1352,10823
1353,10935
1354,11042
1355,11042
1356,11360
1357,11365
1358,10790
1359,11043
1360,11043
1361,11043
1362,11043
1363,11043
1364,10709
1365,10709
1366,10485
1367,10485
1368,10485
1369,10054
1370,10787
1371,10787
1372,10787
1373,10787
1374,10787
1375,10787
1376,10893
1377,10371
1378,10288
1379,10288
1380,10161
1381,10161
1382,10005
1383,9994
1384,9841
1385,9928
1386,9775
1387,9248
1388,9070
1389,8700
1390,8710
1391,8914
1392,9086
1393,9051
1394,8994
1395,8816
1396,9069
1397,9093
1398,8658
1399,8616
1400,8795
1401,10207
1402,10139
1403,10055
1404,10033
1405,10097
1406,10251
1407,10215
1408,10208
1409,10336
1410,10852
1411,10895
1412,10850
1413,10379
1414,10399
1415,10211
1416,10809
1417,10966
1418,10936
1419,10256
1420,10323
1421,10323
1422,10379
1423,10379
1424,10346
1425,10307
1426,10424
1427,10554
1428,10554
1429,10416
1430,10360
1431,9820
1432,10048
1433,9603
1434,9339
1435,8652
1436,8491
1437,8636
1438,9048
1439,8632
1440,8736
1441,8471
1442,8442
1443,8687
1444,8296
1445,7895
1446,8618
1447,8509
1448,8708
1449,8708
1450,8640
1451,8411
1452,8035
1453,8754
1454,8397
1455,8129
1456,8519
1457,8170
1458,7873
1459,7411
1460,7730
1461,7795
1462,7953
1463,7492
1464,8044
1465,7335
1466,7430
1467,7476
1468,7822
1469,7879
1470,6708
1471,7282
1472,7558
1473,7932
1474,7949
1475,7666
1476,7575
1477,7530
1478,7350
1479,7350
1480,7211
1481,7461
1482,7472
1483,7391
1484,7527
1485,7548
1486,8416
1487,7593
1488,7687
1489,8358
1490,8521
1491,7474
1492,7230
1493,7230
1494,7442
1495,7562
1496,8390
1497,8090
1498,7433
1499,7347
1500,7745
1501,8036
1502,7636
1503,8414
1504,8783
1505,8394
1506,8394
1507,8400
1508,8536
1509,8536
1510,8536
1511,8036
1512,8381
1513,9471
1514,9140
1515,8958
1516,9062
1517,9062
1518,8522
1519,8522
1520,8522
1521,8707
1522,8634
1523,8634
1524,8002
1525,8798
1526,8798
1527,8233
1528,8161
1529,8161
1530,8731
1531,8731
1532,9306
1533,9306
1534,9094
1535,8082
1536,8082
1537,7321
1538,7520
1539,7520
1540,7625
1541,7737
1542,7789
1543,7710
1544,7710
1545,7710
1546,7710
1547,7710
1548,8818
1549,8818
1550,9392
1551,9392
1552,9392
1553,9392
1554,9348
1555,9348
1556,9370
1557,9370
1558,9370
1559,9629
1560,9677
1561,9677
1562,9677
1563,9815
1564,9812
1565,9835
1566,10039
1567,9827
1568,9827
1569,9872
1570,9798
1571,9798
1572,9906
1573,9906
1574,9808
1575,9902
1576,9902
1577,9900
1578,9900
1579,9900
1580,9975
1581,10048
1582,10048
1583,10098
1584,10098
1585,10098
1586,10098
1587,10098
1588,10098
1589,10098
1590,10098
1591,10098
1592,10525
1593,10663
1594,10663
1595,10936
1596,10957
1597,10957
1598,10957
1599,10018
1600,9915
1601,9915
1602,10396
1603,10396
1604,10216
1605,10216
1606,10216
1607,10216
1608,9400
1609,8905
1610,8875
1611,8852
1612,8852
1613,9116
1614,9567
1615,10415
1616,10415
1617,10415
1618,10415
1619,10415
1620,10415
1621,10415
1622,10415
1623,10415
1624,10415
1625,10415
1626,10415
1627,10415
1628,10415
1629,10415
1630,10415
1631,10415
1632,10415
1633,10415
1634,10544
1635,10544
1636,10693
1637,10693
1638,10693
1639,10874
1640,10874
1641,10977
1642,10977
1643,10977
1644,11063
1645,11063
1646,11063
1647,11002
1648,11197
1649,11197
1650,11156
1651,11156
1652,11156
1653,11156
1654,11631
1655,11543
1656,11869
1657,11197
1658,11197
1659,11197
1660,11197
1661,11007
1662,11007
1663,11007
1664,11098
1665,11097
1666,11478
1667,11553
1668,11553
1669,11649
1670,11346
1671,11346
1672,11346
1673,11346
1674,11346
1675,11346
1676,11077
1677,10809
1678,10470
1679,10029
1680,10029
1681,10029
1682,9492
1683,9492
1684,9492
1685,9492
1686,9492
1687,9492
1688,10133
1689,10133
1690,11111
1691,11111
1692,11111
1693,11111
1694,11111
1695,11691
1696,11691
1697,11711
1698,11596
1699,11596
1700,11596
1701,11596
1702,11596
1703,11624
1704,11279
1705,11279
1706,11279
1707,11252
1708,11252
1709,11252
1710,11158
1711,11158
1712,11246
1713,0
1714,0
1715,23
1716,23
1717,36
1718,87
1719,105
1720,105
1721,105
1722,122
1723,122
1724,123
1725,123
1726,123
1727,123
1728,123
1729,147
1730,147
1731,166
1732,166
1733,256
1734,271
1735,271
1736,271
1737,271
1738,271
1739,271
1740,271
1741,270
1742,270
1743,270
1744,270
1745,288
1746,288
1747,410
1748,410
1749,507
1750,507
1751,507
1752,546
1753,546
1754,649
1755,674
1756,690
1757,690
1758,690
1759,776
1760,776
1761,776
1762,776
1763,776
1764,776
1765,776
1766,800
1767,800
1768,800
1769,800
1770,758
1771,758
1772,758
1773,759
1774,851
1775,844
1776,844
1777,818
1778,818
1779,809
1780,861
1781,861
1782,874
1783,879
1784,888
1785,1107
1786,1188
1787,1188
1788,1197
1789,1208
1790,1197
1791,1070
1792,1053
1793,1061
1794,1161
1795,1185
1796,1185
1797,1175
1798,1123
1799,1168
1800,1263
1801,1259
1802,1100
1803,1110
1804,1111
1805,1359
1806,1351
1807,1523
1808,1432
1809,1503
1810,1567
1811,1543
1812,1474
1813,1524
1814,1703
1815,1608
1816,1669
1817,1749
1818,1702
1819,1843
1820,1820
1821,1828
1822,1808
1823,1815
1824,1894
1825,1950
1826,1950
1827,1932
1828,1932
1829,1932
1830,1932
1831,1844
1832,1908
1833,1905
1834,1922
1835,1899
1836,1897
1837,1863
1838,1861
1839,1861
1840,1997
1841,1997
1842,1997
1843,1965
1844,1957
1845,1957
1846,1957
1847,1957
1848,2160
1849,2160
1850,1977
1851,1977
1852,2115
1853,2115
1854,2113
1855,2106
1856,2106
1857,2083
1858,2083
1859,2112
1860,2180
1861,2170
1862,2170
1863,2344
1864,2344
1865,2494
1866,2483
1867,2516
1868,2498
1869,2590
1870,2590
1871,2590
1872,2590
1873,2475
1874,2553
1875,2651
1876,2756
1877,2786
1878,2777
1879,2723
1880,2694
1881,2599
1882,2931
1883,2676
1884,3110
1885,3052
1886,3066
1887,3147
1888,3134
1889,3134
1890,3134
1891,3276
1892,3276
1893,3276
1894,3569
1895,3334
1896,3331
1897,3444
1898,3514
1899,3820
1900,3486
1901,3486
1902,3496
1903,3496
1904,3555
1905,3555
1906,3555
1907,3528
1908,3536
1909,3540
1910,3540
1911,3540
1912,3540
1913,3548
1914,3572
1915,3553
1916,3391
1917,3505
1918,3460
1919,3459
1920,3497
1921,3497
1922,3497
1923,3497
1924,3588
1925,3619
1926,3594
1927,3637
1928,3593
1929,3989
1930,4119
1931,4119
1932,3965
1933,3965
1934,4063
1935,4063
1936,4154
1937,4154
1938,4154
1939,4154
1940,4160
1941,4160
1942,4160
1943,4134
1944,4161
1945,4161
1946,4180
1947,4180
1948,4180
1949,4333
1950,4442
1951,4442
1952,4369
1953,4369
1954,4489
1955,4489
1956,4489
1957,4489
1958,4489
1959,4489
1960,4606
1961,4606
1962,4577
1963,4577
1964,5236
1965,5236
1966,5256
1967,4941
1968,4902
1969,4957
1970,5067
1971,5086
1972,5038
1973,5092
1974,5092
1975,5159
1976,5224
1977,5220
1978,5220
1979,5220
1980,5119
1981,5336
1982,5496
1983,5251
1984,5021
1985,5022
1986,5175
1987,4930
1988,4969
1989,5491
1990,5466
1991,5466
1992,5502
1993,5570
1994,5615
1995,5615
1996,5615
1997,5620
1998,5621
1999,5541
2000,5531
2001,5376
2002,5704
2003,5636
2004,5636
2005,5555
2006,5426
2007,5421
2008,5551
2009,5569
2010,5535
2011,5459
2012,5614
2013,5643
2014,5749
2015,5990
2016,5990
2017,5617
2018,5649
2019,5823
2020,5774
2021,5892
2022,5913
2023,6091
2024,6091
2025,6091
2026,6329
2027,6442
2028,6303
2029,6146
2030,6164
2031,6258
2032,6261
2033,6475
2034,6464
2035,6226
2036,5986
2037,6186
2038,6142
2039,6259
2040,6442
2041,6582
2042,6525
2043,6292
2044,6504
2045,6509
2046,6667
2047,6697
2048,6535
2049,6535
2050,6377
2051,6780
2052,6596
2053,6546
2054,6808
2055,6793
2056,7362
2057,7217
2058,6946
2059,6446
2060,6739
2061,6932
2062,6963
2063,6815
2064,6900
2065,6967
2066,7342
2067,7285
2068,6970
2069,7099
2070,7101
2071,6895
2072,7163
2073,7237
2074,7071
2075,7002
2076,7210
2077,7457
2078,6994
2079,7272
2080,7358
2081,7564
2082,6972
2083,6972
2084,7635
2085,7375
2086,7543
2087,7856
2088,7786
2089,7537
2090,7659
2091,7873
2092,7873
2093,7758
2094,7729
2095,7673
2096,7484
2097,7207
2098,7843
2099,7843
2100,8115
2101,8003
2102,8100
2103,8452
2104,8452
2105,8521
2106,8367
2107,8242
2108,8140
2109,8003
2110,8082
2111,7945
2112,7491
2113,7491
2114,7791
2115,7862
2116,8124
2117,8124
2118,8198
2119,8198
2120,8016
2121,8023
2122,8101
2123,8208
2124,8290
2125,8263
2126,8385
2127,8550
2128,8656
2129,8213
2130,8192
2131,8381
2132,8318
2133,8272
2134,8463
2135,8509
2136,8893
2137,9053
2138,9053
2139,9269
2140,9269
2141,9245
2142,9245
2143,9055
2144,8951
2145,8910
2146,9280
2147,9371
2148,9232
2149,9232
2150,9065
2151,9065
2152,8926
2153,8684
2154,9082
2155,9421
2156,9480
2157,9492
2158,9621
2159,9752
2160,9692
2161,9675
2162,9541
2163,9480
2164,9612
2165,9662
2166,9757
2167,9757
2168,9741
2169,9639
2170,9675
2171,9675
2172,9730
2173,9730
2174,9730
2175,9948
2176,10348
2177,10376
2178,10376
2179,10376
2180,10376
2181,10487
2182,10487
2183,10259
2184,10259
2185,9699
2186,9580
2187,9563
2188,10248
2189,10417
2190,10603
2191,10603
2192,9946
2193,9946
2194,10164
2195,10329
2196,10329
2197,10500
2198,10625
2199,10623
2200,10623
2201,10556
2202,10747
2203,10813
2204,10802
2205,10802
2206,10823
2207,10823
2208,10823
2209,10935
2210,11042
2211,11042
2212,11360
2213,11365
2214,10790
2215,11043
2216,11043
2217,11043
2218,11043
2219,11043
2220,10709
2221,10709
2222,10485
2223,10485
2224,10485
2225,10054
2226,10787
2227,10787
2228,10787
2229,10787
2230,10787
2231,10787
2232,10893
2233,10371
2234,10288
2235,10288
2236,10161
2237,10161
2238,10005
2239,9994
2240,9841
2241,9928
2242,9775
2243,9248
2244,9070
2245,8700
2246,8710
2247,8914
2248,9086
2249,9051
2250,8994
2251,8816
2252,9069
2253,9093
2254,8658
2255,8616
2256,8795
2257,10207
2258,10139
2259,10055
2260,10033
2261,10097
2262,10251
2263,10215
2264,10208
2265,10336
2266,10852
2267,10895
2268,10850
2269,10379
2270,10399
2271,10211
2272,10809
2273,10966
2274,10936
2275,10256
2276,10323
2277,10323
2278,10379
2279,10379
2280,10346
2281,10307
2282,10424
2283,10554
2284,10554
2285,10416
2286,10360
2287,9820
2288,10048
2289,9603
2290,9339
2291,8652
2292,8491
2293,8636
2294,9048
2295,8632
2296,8736
2297,8471
2298,8442
2299,8687
2300,8296
2301,7895
2302,8618
2303,8509
2304,8708
2305,8708
2306,8640
2307,8411
2308,8035
2309,8754
2310,8397
2311,8129
2312,8519
2313,8170
2314,7873
2315,7411
2316,7730
2317,7795
2318,7953
2319,7492
2320,8044
2321,7335
2322,7430
2323,7476
2324,7822
2325,7879
2326,6708
2327,7282
2328,7558
2329,7932
2330,7949
2331,7666
2332,7575
2333,7530
2334,7350
2335,7350
2336,7211
2337,7461
2338,7472
2339,7391
2340,7527
2341,7548
2342,8416
2343,7593
2344,7687
2345,8358
2346,8521
2347,7474
2348,7230
2349,7230
2350,7442
2351,7562
2352,8390
2353,8090
2354,7433
2355,7347
2356,7745
2357,8036
2358,7636
2359,8414
2360,8783
2361,8394
2362,8394
2363,8400
2364,8536
2365,8536
2366,8536
2367,8036
2368,8381
2369,9471
2370,9140
2371,8958
2372,9062
2373,9062
2374,8522
2375,8522
2376,8522
2377,8707
2378,8634
2379,8634
2380,8002
2381,8798
2382,8798
2383,8233
2384,8161
2385,8161
2386,8731
2387,8731
2388,9306
2389,9306
2390,9094
2391,8082
2392,8082
2393,7321
2394,7520
2395,7520
2396,7625
2397,7737
2398,7789
2399,7710
2400,7710
2401,7710
2402,7710
2403,7710
2404,8818
2405,8818
2406,9392
2407,9392
2408,9392
2409,9392
2410,9348
2411,9348
2412,9370
2413,9370
2414,9370
2415,9629
2416,9677
2417,9677
2418,9677
2419,9815
2420,9812
2421,9835
2422,10039
2423,9827
2424,9827
2425,9872
2426,9798
2427,9798
2428,9906
2429,9906
2430,9808
2431,9902
2432,9902
2433,9900
2434,9900
2435,9900
2436,9975
2437,10048
2438,10048
2439,10098
2440,10098
2441,10098
2442,10098
2443,10098
2444,10098
2445,10098
2446,10098
2447,10098
2448,10525
2449,10663
2450,10663
2451,10936
2452,10957
2453,10957
2454,10957
2455,10018
2456,9915
2457,9915
2458,10396
2459,10396
2460,10216
2461,10216
2462,10216
2463,10216
2464,9400
2465,8905
2466,8875
2467,8852
2468,8852
2469,9116
2470,9567
2471,10415
2472,10415
2473,10415
2474,10415
2475,10415
2476,10415
2477,10415
2478,10415
2479,10415
2480,10415
2481,10415
2482,10415
2483,10415
2484,10415
2485,10415
2486,10415
2487,10415
2488,10415
2489,10415
2490,10544
2491,10544
2492,10693
2493,10693
2494,10693
2495,10874
2496,10874
2497,10977
2498,10977
2499,10977
2500,11063
2501,11063
2502,11063
2503,11002
2504,11197
2505,11197
2506,11156
2507,11156
2508,11156
2509,11156
2510,11631
2511,11543
2512,11869
2513,11197
2514,11197
2515,11197
2516,11197
2517,11007
2518,11007
2519,11007
2520,11098
2521,11097
2522,11478
2523,11553
2524,11553
2525,11649
2526,11346
2527,11346
2528,11346
2529,11346
2530,11346
2531,11346
2532,11077
2533,10809
2534,10470
2535,10029
2536,10029
